ID;OBJ_ID;NAME;PID
10016;FF000000-0000-0020-9000-000000000000-00562;jiay10kv柱上变压器-配电室1104;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10017;FF000000-0000-0020-9000-000000000000-00563;河南天潼;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10018;FF000000-0000-0020-9000-000000000000-00567;康乐天目;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10019;FF000000-0000-0020-9000-000000000000-00568;山西三泰;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10020;FF000000-0000-0020-9000-000000000000-00572;山西安庆;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10021;FF000000-0000-0020-9000-000000000000-00656;天潼浙江;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10022;FF000000-0000-0020-9000-000000000000-00675;天目山西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10023;FF000000-0000-0020-9000-000000000000-00726;曲阜96;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10024;FF000000-0000-0020-9000-000000000000-00759;安庆安庆菜场;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10025;FF000000-0000-0020-9000-000000000000-00849;福建天潼;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10026;FF000000-0000-0020-9000-000000000000-00851;山西海宁;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10027;FF000000-0000-0020-9000-000000000000-00852;10柱上变压器1;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10028;FF000000-0000-0020-9000-000000000000-00853;浙江七浦;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10029;FF000000-0000-0020-9000-000000000000-00856;天潼754;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10030;FF000000-0000-0020-9000-000000000000-00952;天目康乐;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10031;FF000000-0000-0020-9000-000000000000-01215;天目245;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10032;FF000000-0000-0020-9000-000000000000-01239;海宁浙江;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10033;FF000000-0000-0020-9000-000000000000-01240;塘沽869;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10034;FF000000-0000-0020-9000-000000000000-01356;海宁山西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10035;FF000000-0000-0020-9000-000000000000-01357;山西天目;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10036;FF000000-0000-0020-9000-000000000000-01360;康乐安庆;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10037;FF000000-0000-0020-9000-000000000000-01363;山西161弄;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10038;FF000000-0000-0020-9000-000000000000-01382;浙江塘沽;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10039;FF000000-0000-0020-9000-000000000000-01383;安庆330;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10040;FF000000-0000-0020-9000-000000000000-01394;甘浦置业(施工);030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10041;FF000000-0000-0020-9000-000000000000-01405;zsbw;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10042;FF000000-0000-0020-9000-000000000000-01418;安庆526;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10043;FF000000-0000-0020-9000-000000000000-01439;天潼671弄;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10044;FF000000-0000-0020-9000-000000000000-01512;福建北苏州;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10045;FF000000-0000-0020-9000-000000000000-01696;山西北485;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10046;FF000000-0000-0020-9000-000000000000-01789;天目85;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10047;FF000000-0000-0020-9000-000000000000-01838;山西41;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10048;FF000000-0000-0020-9000-000000000000-01855;海宁甘肃;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10049;FF000000-0000-0020-9000-000000000000-01856;海宁828;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10050;FF000000-0000-0020-9000-000000000000-01859;海宁870;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10051;FF000000-0000-0020-9000-000000000000-01865;海宁684;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10052;FF000000-0000-0020-9000-000000000000-01866;海宁808;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10053;FF000000-0000-0020-9000-000000000000-01867;海宁1022;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10054;FF000000-0000-0020-9000-000000000000-07160;山西67;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10055;FF000000-0000-0020-9000-000000000000-07162;浙江北天潼;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10056;FF000000-0000-0020-9000-000000000000-07299;浙江安庆;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10057;FF000000-0000-0020-9000-000000000000-08783;河南北369;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10058;FF000000-0000-0020-9000-000000000000-09088;山西570;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10059;FF000000-0000-0020-9000-000000000000-11469;新泰60/21;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10060;FF000000-0000-0020-9000-000000000000-11470;新泰60/75;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10061;FF000000-0000-0020-9000-000000000100-01674;宜昌西康;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10062;FF000000-0000-0020-9000-000000000100-01675;宜昌陕西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10063;FF000000-0000-0020-9000-000000000100-01676;宜昌269;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10064;FF000000-0000-0020-9000-000000000100-01682;叶家宅100;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10065;FF000000-0000-0020-9000-000000000100-01683;叶家宅长寿;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10066;FF000000-0000-0020-9000-000000000100-01684;叶家宅56;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10067;FF000000-0000-0020-9000-000000000100-01803;新会陕西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10068;FF000000-0000-0020-9000-000000000100-01805;新会常德;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10069;FF000000-0000-0020-9000-000000000100-01806;新会243;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10070;FF000000-0000-0020-9000-000000000100-01888;莫干山西苏州;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10071;FF000000-0000-0020-9000-000000000100-01889;西康1422;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10072;FF000000-0000-0020-9000-000000000100-01890;西康澳门;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10073;FF000000-0000-0020-9000-000000000100-01891;西康普陀;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10074;FF000000-0000-0020-9000-000000000100-01892;自测变01;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10075;FF000000-0000-0020-9000-000000000100-01893;西康安远;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10076;FF000000-0000-0020-9000-000000000100-02033;万航渡后33;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10077;FF000000-0000-0020-9000-000000000100-02176;陕西北1765;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10078;FF000000-0000-0020-9000-000000000100-02177;陕西北1741;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10079;FF000000-0000-0020-9000-000000000100-02178;陕西北1571;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10080;FF000000-0000-0020-9000-000000000100-02179;陕西安远;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10081;FF000000-0000-0020-9000-000000000100-02205;普陀陕西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10082;FF000000-0000-0020-9000-000000000100-02390;胶州1107;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10083;FF000000-0000-0020-9000-000000000100-02391;zsbyq;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10084;FF000000-0000-0020-9000-000000000100-02392;胶州951;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10085;FF000000-0000-0020-9000-000000000100-02393;胶州长寿;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10086;FF000000-0000-0020-9000-000000000100-02417;江宁1512;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10087;FF000000-0000-0020-9000-000000000100-02420;江宁1033;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10088;FF000000-0000-0020-9000-000000000100-02422;江宁994;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10089;FF000000-0000-0020-9000-000000000100-02765;常德药西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10090;FF000000-0000-0020-9000-000000000100-02766;常德1268;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10091;FF000000-0000-0020-9000-000000000100-02767;常德1250;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10092;FF000000-0000-0020-9000-000000000100-02770;常德1177;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10093;FF000000-0000-0020-9000-000000000100-02785;常德新华里北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10094;FF000000-0000-0020-9000-000000000100-02793;长寿武宁;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10095;FF000000-0000-0020-9000-000000000100-02794;长寿安远;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10096;FF000000-0000-0020-9000-000000000100-02796;长寿782;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10097;FF000000-0000-0020-9000-000000000100-02797;长寿叶家宅;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10098;FF000000-0000-0020-9000-000000000100-02798;长寿720;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10099;FF000000-0000-0020-9000-000000000100-02799;长寿684弄;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10100;FF000000-0000-0020-9000-000000000100-02801;长寿西康;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10101;FF000000-0000-0020-9000-000000000100-02802;长寿陕西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10102;FF000000-0000-0020-9000-000000000100-02852;昌化1078;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10103;FF000000-0000-0020-9000-000000000100-02853;昌化1042;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10104;FF000000-0000-0020-9000-000000000100-02854;昌化1028;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10105;FF000000-0000-0020-9000-000000000100-02855;普陀66;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10106;FF000000-0000-0020-9000-000000000100-02856;昌化普陀;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10107;FF000000-0000-0020-9000-000000000100-02857;昌化长寿;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10108;FF000000-0000-0020-9000-000000000100-02858;昌化新会;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10109;FF000000-0000-0020-9000-000000000100-02952;澳门698;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10110;FF000000-0000-0020-9000-000000000100-02953;澳门650;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10111;FF000000-0000-0020-9000-000000000100-02954;澳门西苏州;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10112;FF000000-0000-0020-9000-000000000100-02955;澳门陕西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10113;FF000000-0000-0020-9000-000000000100-02956;澳门江宁;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10114;FF000000-0000-0020-9000-000000000100-02957;江宁澳门;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10115;FF000000-0000-0020-9000-000000000100-02958;澳门299;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10116;FF000000-0000-0020-9000-000000000100-02959;澳门150;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10117;FF000000-0000-0020-9000-000000000100-02963;安远84;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10118;FF000000-0000-0020-9000-000000000100-02964;安远802;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10119;FF000000-0000-0020-9000-000000000100-02965;安远长寿;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10120;FF000000-0000-0020-9000-000000000100-02966;安远623;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10121;FF000000-0000-0020-9000-000000000100-02967;安远常德;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10122;FF000000-0000-0020-9000-000000000100-02968;安远459;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10123;FF000000-0000-0020-9000-000000000100-02969;安远246;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10124;FF000000-0000-0020-9000-000000000100-02970;安远陕西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10125;FF000000-0000-0020-9000-000000000100-07137;澳门736甲;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10126;FF000000-0000-0020-9000-000000000100-07315;长寿170;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10127;FF000000-0000-0020-9000-000000000100-10239;昌化1000;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10128;FF000000-0000-0020-9000-000000000100-10725;新会71;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10129;FF000000-0000-0020-9000-000000000100-11343;新会25;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10130;FF000000-0000-0020-9000-000000000100-12504;莫干山20;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10131;FF000000-0000-0020-9000-000000000100-12889;西康1451;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10132;FF000000-0000-0020-9000-000000000100-13029;胶州879;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10133;FF000000-0000-0020-9000-000000000100-13151;陕西北1785;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10134;FF000000-0000-0020-9000-000000000100-13332;新会17;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10135;FF000000-0000-0020-9000-000000000100-14468;长寿152;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10136;FF000000-0000-0020-9000-000000000100-14683;长寿505弄;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10137;FF000000-0000-0020-9000-000000000110-06589;澳门736乙;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10138;FF000000-0000-0020-9000-000000000110-06590;澳门736丙;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10139;FF000000-0000-0020-9000-000000000111-39405;叶家宅120;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10140;FF000000-0000-0020-9000-000000000300-26281;雪松桃新北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10141;FF000000-0000-0020-9000-000000000300-26282;宗家宅真南;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10142;FF000000-0000-0020-9000-000000000300-26283;李家宅武威;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10143;FF000000-0000-0020-9000-000000000300-26284;武威501;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10144;FF000000-0000-0020-9000-000000000300-26285;武威桥;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10145;FF000000-0000-0020-9000-000000000300-26287;武威新泾桥;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10146;FF000000-0000-0020-9000-000000000300-26289;居家头武威;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10147;FF000000-0000-0020-9000-000000000300-26290;武威1019;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10148;FF000000-0000-0020-9000-000000000300-26291;武威1019东;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10149;FF000000-0000-0020-9000-000000000300-26292;武威1019西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10150;FF000000-0000-0020-9000-000000000300-26293;武威真南;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10151;FF000000-0000-0020-9000-000000000300-26295;石角桥西武威;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10152;FF000000-0000-0020-9000-000000000300-26296;石角桥;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10153;FF000000-0000-0020-9000-000000000300-26297;武威王家浜;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10154;FF000000-0000-0020-9000-000000000300-26298;桃浦一条街;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10155;FF000000-0000-0020-9000-000000000300-26299;木栖槎武威;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10156;FF000000-0000-0020-9000-000000000300-26300;方家浜泵站;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10157;FF000000-0000-0020-9000-000000000300-26301;印家巷武威;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10158;FF000000-0000-0020-9000-000000000300-26305;王家浜武威南;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10159;FF000000-0000-0020-9000-000000000300-26306;李家浜泵站;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10160;FF000000-0000-0020-9000-000000000300-26308;真南七号桥;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10161;FF000000-0000-0020-9000-000000000300-26309;真南2628;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10162;FF000000-0000-0020-9000-000000000300-26310;真南六号桥;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10163;FF000000-0000-0020-9000-000000000300-26311;真南绿杨桥;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10164;FF000000-0000-0020-9000-000000000300-26312;真南绿杨桥北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10165;FF000000-0000-0020-9000-000000000300-26313;真南红柳;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10166;FF000000-0000-0020-9000-000000000300-26314;真南2250;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10167;FF000000-0000-0020-9000-000000000300-26315;真南八号桥;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10168;FF000000-0000-0020-9000-000000000300-26316;真南九号桥;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10169;FF000000-0000-0020-9000-000000000300-26317;庄家池南大;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10170;FF000000-0000-0020-9000-000000000300-26318;南大真南;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10171;FF000000-0000-0020-9000-000000000300-26319;黄家角南大;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10172;FF000000-0000-0020-9000-000000000300-26320;真南吉家宅;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10173;FF000000-0000-0020-9000-000000000300-26321;真南七号桥北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10174;FF000000-0000-0020-9000-000000000300-26371;宝山499;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10175;FF000000-0000-0020-9000-000000000300-26376;东宝兴宝源;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10176;FF000000-0000-0020-9000-000000000300-26387;和田虬江;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10177;FF000000-0000-0020-9000-000000000300-26388;西藏北虬江;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10178;FF000000-0000-0020-9000-000000000300-26389;局南村;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10179;FF000000-0000-0020-9000-000000000300-26390;宝通宝源;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10180;FF000000-0000-0020-9000-000000000300-26391;宝通川公;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10181;FF000000-0000-0020-9000-000000000300-26392;川公宝通;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10182;FF000000-0000-0020-9000-000000000300-26400;罗浮新民;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10183;FF000000-0000-0020-9000-000000000300-26401;少年村路;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10184;FF000000-0000-0020-9000-000000000300-26402;新民宝山;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10185;FF000000-0000-0020-9000-000000000300-26407;中兴宝昌;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10186;FF000000-0000-0020-9000-000000000300-26408;宝昌中兴;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10187;FF000000-0000-0020-9000-000000000300-26409;宝昌宝山北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10188;FF000000-0000-0020-9000-000000000300-26411;临山宝昌;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10189;FF000000-0000-0020-9000-000000000300-26412;中兴公兴东;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
