ID;OBJ_ID;NAME;PID
10486;FF000000-0000-0020-9000-000000000300-26874;芷江中止园;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10487;FF000000-0000-0020-9000-000000000300-26875;芷江中通阁;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10488;FF000000-0000-0020-9000-000000000300-26876;止园369;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10489;FF000000-0000-0020-9000-000000000300-26877;芷江中361;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10490;FF000000-0000-0020-9000-000000000300-26878;通阁芷江;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10491;FF000000-0000-0020-9000-000000000300-26879;芷江中宝昌;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10492;FF000000-0000-0020-9000-000000000300-26880;宝昌芷江中;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10493;FF000000-0000-0020-9000-000000000300-26881;宝昌青云;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10494;FF000000-0000-0020-9000-000000000300-26882;天通庵宝昌;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10495;FF000000-0000-0020-9000-000000000300-26883;芷江中宝通;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10496;FF000000-0000-0020-9000-000000000300-26884;止园中山北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10497;FF000000-0000-0020-9000-000000000300-26885;中山北和田;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10498;FF000000-0000-0020-9000-000000000300-26886;中山北570弄;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10499;FF000000-0000-0020-9000-000000000300-26887;中山北共和新;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10500;FF000000-0000-0020-9000-000000000300-26888;共和新903;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10501;FF000000-0000-0020-9000-000000000300-26889;芷江西163;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10502;FF000000-0000-0020-9000-000000000300-26890;芷江西123;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10503;FF000000-0000-0020-9000-000000000300-26891;芷江西共和新;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10504;FF000000-0000-0020-9000-000000000300-26892;芷江西和田;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10505;FF000000-0000-0020-9000-000000000300-26893;共和新芷江;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10506;FF000000-0000-0020-9000-000000000300-26894;芷江西123东;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10507;FF000000-0000-0020-9000-000000000300-26895;芷江西123北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10508;FF000000-0000-0020-9000-000000000300-26896;共和新673;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10509;FF000000-0000-0020-9000-000000000300-26897;共和新中华新;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10510;FF000000-0000-0020-9000-000000000300-26898;共和新625;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10511;FF000000-0000-0020-9000-000000000300-26899;共和新713;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10512;FF000000-0000-0020-9000-000000000300-26900;中华新育婴堂;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10513;FF000000-0000-0020-9000-000000000300-26901;中华新496;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10514;FF000000-0000-0020-9000-000000000300-26902;西藏北陈家宅;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10515;FF000000-0000-0020-9000-000000000300-26903;陈家宅92;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10516;FF000000-0000-0020-9000-000000000300-26904;陈家宅平型关;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10517;FF000000-0000-0020-9000-000000000300-26905;平型关黄山;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10518;FF000000-0000-0020-9000-000000000300-26906;黄山平型关;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10519;FF000000-0000-0020-9000-000000000300-26907;平型关中山北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10520;FF000000-0000-0020-9000-000000000300-26908;中山北平型关;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10521;FF000000-0000-0020-9000-000000000300-26909;中山北180;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10522;FF000000-0000-0020-9000-000000000300-26910;中山北西宝兴;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10523;FF000000-0000-0020-9000-000000000300-26911;中山内宝昌;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10524;FF000000-0000-0020-9000-000000000300-26912;宝昌中山北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10525;FF000000-0000-0020-9000-000000000300-26913;黄山西宝兴;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10526;FF000000-0000-0020-9000-000000000300-26914;西宝兴黄山;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10527;FF000000-0000-0020-9000-000000000300-26916;南山和田;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10528;FF000000-0000-0020-9000-000000000300-26917;南山和田西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10529;FF000000-0000-0020-9000-000000000300-26918;和田中华新北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10530;FF000000-0000-0020-9000-000000000300-26919;和田天通庵;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10531;FF000000-0000-0020-9000-000000000300-26920;和田芷江中;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10532;FF000000-0000-0020-9000-000000000300-26921;和田256;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10533;FF000000-0000-0020-9000-000000000300-26922;南山38;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10534;FF000000-0000-0020-9000-000000000300-26923;南山共和新;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10535;FF000000-0000-0020-9000-000000000300-26924;中华新420;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10536;FF000000-0000-0020-9000-000000000300-26925;天通庵西藏北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10537;FF000000-0000-0020-9000-000000000300-26994;东方红路桥东;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10538;FF000000-0000-0020-9000-000000000300-27002;真金真大;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10539;FF000000-0000-0020-9000-000000000300-27005;红卫村真大;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10540;FF000000-0000-0020-9000-000000000300-27006;真大501;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10541;FF000000-0000-0020-9000-000000000300-27007;真大526;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10542;FF000000-0000-0020-9000-000000000300-27008;真大561;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10543;FF000000-0000-0020-9000-000000000300-27009;真大三号桥;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10544;FF000000-0000-0020-9000-000000000300-27014;新沪华灵;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10545;FF000000-0000-0020-9000-000000000300-27015;新沪华灵北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10546;FF000000-0000-0020-9000-000000000300-27016;新沪沪太南;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10547;FF000000-0000-0020-9000-000000000300-27017;新沪沪太;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10548;FF000000-0000-0020-9000-000000000300-27023;大华华灵北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10549;FF000000-0000-0020-9000-000000000300-27024;大华汶水南;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10550;FF000000-0000-0020-9000-000000000300-27025;场南沈家楼东;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10551;FF000000-0000-0020-9000-000000000300-27027;大华汶水;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10552;FF000000-0000-0020-9000-000000000300-27028;场南二号桥;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10553;FF000000-0000-0020-9000-000000000300-27029;杜桥头;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10554;FF000000-0000-0020-9000-000000000300-27031;新沪大华三;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10555;FF000000-0000-0020-9000-000000000300-27032;新沪大华二;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10556;FF000000-0000-0020-9000-000000000300-27033;新沪华灵南;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10557;FF000000-0000-0020-9000-000000000300-27034;真华华灵西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10558;FF000000-0000-0020-9000-000000000300-27035;金家阁;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10559;FF000000-0000-0020-9000-000000000300-27037;东方红金东;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10560;FF000000-0000-0020-9000-000000000300-27038;华灵1888;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10561;FF000000-0000-0020-9000-000000000300-27040;华灵西真北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10562;FF000000-0000-0020-9000-000000000300-27041;华灵真北东;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10563;FF000000-0000-0020-9000-000000000300-27045;吴家舍真北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10564;FF000000-0000-0020-9000-000000000300-27047;东方红金西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10565;FF000000-0000-0020-9000-000000000300-27050;古浪真北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10566;FF000000-0000-0020-9000-000000000300-27051;大华新三;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10567;FF000000-0000-0020-9000-000000000300-27053;大华955;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10568;FF000000-0000-0020-9000-000000000300-27054;大华二新沪;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10569;FF000000-0000-0020-9000-000000000300-27055;候家宅沪太;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10570;FF000000-0000-0020-9000-000000000300-27056;杜西沪太;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10571;FF000000-0000-0020-9000-000000000300-27057;创新桥真大;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10572;FF000000-0000-0020-9000-000000000300-27058;沪太孙家花园;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10573;FF000000-0000-0020-9000-000000000300-27059;南大8弄;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10574;FF000000-0000-0020-9000-000000000300-27060;南大10弄;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10575;FF000000-0000-0020-9000-000000000300-27061;沪太南大;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10576;FF000000-0000-0020-9000-000000000300-27062;沪太八字桥;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10577;FF000000-0000-0020-9000-000000000300-27063;场联乾溪;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10578;FF000000-0000-0020-9000-000000000300-27064;沈家楼沪太;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10579;FF000000-0000-0020-9000-000000000300-27065;沪太1883;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10580;FF000000-0000-0020-9000-000000000300-27066;新沪太汶水;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10581;FF000000-0000-0020-9000-000000000300-27069;姜家桥西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10582;FF000000-0000-0020-9000-000000000300-27070;姚家宅沪太;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10583;FF000000-0000-0020-9000-000000000300-27072;沪太守仁桥西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10584;FF000000-0000-0020-9000-000000000300-27073;沪太支守仁桥;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10585;FF000000-0000-0020-9000-000000000300-27074;沪太守仁桥;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10586;FF000000-0000-0020-9000-000000000300-27088;环镇北南陈;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10587;FF000000-0000-0020-9000-000000000300-27089;大华二大华;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10588;FF000000-0000-0020-9000-000000000300-27090;华灵411;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10589;FF000000-0000-0020-9000-000000000300-27091;行知路桥;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10590;FF000000-0000-0020-9000-000000000300-27092;行知835;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10591;FF000000-0000-0020-9000-000000000300-27093;平型关柳营;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10592;FF000000-0000-0020-9000-000000000300-27094;平型关柳营北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10593;FF000000-0000-0020-9000-000000000300-27095;平型关305东;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10594;FF000000-0000-0020-9000-000000000300-27096;平型关洛川;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10595;FF000000-0000-0020-9000-000000000300-27097;洛川北宝兴;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10596;FF000000-0000-0020-9000-000000000300-27098;平型关315;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10597;FF000000-0000-0020-9000-000000000300-27099;洛川平型关西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10598;FF000000-0000-0020-9000-000000000300-27100;洛川平型关;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10599;FF000000-0000-0020-9000-000000000300-27101;民和和田;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10600;FF000000-0000-0020-9000-000000000300-27102;民和平型关;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10601;FF000000-0000-0020-9000-000000000300-27103;民和西宝兴;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10602;FF000000-0000-0020-9000-000000000300-27105;延长288;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10603;FF000000-0000-0020-9000-000000000300-27109;延长共和新;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10604;FF000000-0000-0020-9000-000000000300-27110;延长老沪太西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10605;FF000000-0000-0020-9000-000000000300-27111;延长老沪太二;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10606;FF000000-0000-0020-9000-000000000300-27112;老沪太共和新;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10607;FF000000-0000-0020-9000-000000000300-27113;老沪太206;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10608;FF000000-0000-0020-9000-000000000300-27114;老沪太柳营;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10609;FF000000-0000-0020-9000-000000000300-27115;老沪太101;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10610;FF000000-0000-0020-9000-000000000300-27116;老沪太彭浦;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10611;FF000000-0000-0020-9000-000000000300-27117;老沪太延长南;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10612;FF000000-0000-0020-9000-000000000300-27118;老沪太61;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10613;FF000000-0000-0020-9000-000000000300-27119;万荣93;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10614;FF000000-0000-0020-9000-000000000300-27126;北宝兴柳营;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10615;FF000000-0000-0020-9000-000000000300-27128;西宝兴柳营;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10616;FF000000-0000-0020-9000-000000000300-27132;西宝兴840;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10617;FF000000-0000-0020-9000-000000000300-27134;和田柳营;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10618;FF000000-0000-0020-9000-000000000300-27135;和田洛川;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10619;FF000000-0000-0020-9000-000000000300-27139;和田陈家宅;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10620;FF000000-0000-0020-9000-000000000300-27140;陈家宅和田;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10621;FF000000-0000-0020-9000-000000000300-27141;洛川柳营;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10622;FF000000-0000-0020-9000-000000000300-27142;谈家宅洛川;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10623;FF000000-0000-0020-9000-000000000300-27143;柳营老沪太;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10624;FF000000-0000-0020-9000-000000000300-27144;柳营洛川;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10625;FF000000-0000-0020-9000-000000000300-27145;洛川柳营西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10626;FF000000-0000-0020-9000-000000000300-27146;洛川东沪太;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10627;FF000000-0000-0020-9000-000000000300-27147;洛川共和新西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10628;FF000000-0000-0020-9000-000000000300-27148;光新中山;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10629;FF000000-0000-0020-9000-000000000300-27149;光新250;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10630;FF000000-0000-0020-9000-000000000300-27150;光新一村246;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10631;FF000000-0000-0020-9000-000000000300-27151;光新石泉;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10632;FF000000-0000-0020-9000-000000000300-27152;光新华池;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10633;FF000000-0000-0020-9000-000000000300-27153;光新石泉北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10634;FF000000-0000-0020-9000-000000000300-27154;光新华池南;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10635;FF000000-0000-0020-9000-000000000300-27155;华池17;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10636;FF000000-0000-0020-9000-000000000300-27156;光新华池北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10637;FF000000-0000-0020-9000-000000000300-27158;镇坪中山北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10638;FF000000-0000-0020-9000-000000000300-27159;镇坪朱家湾;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10639;FF000000-0000-0020-9000-000000000300-27160;镇坪赵家宅;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10640;FF000000-0000-0020-9000-000000000300-27161;岚皋200;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10641;FF000000-0000-0020-9000-000000000300-27162;中山北2165;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10642;FF000000-0000-0020-9000-000000000300-27163;岚皋166东;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10643;FF000000-0000-0020-9000-000000000300-27164;岚皋166;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10644;FF000000-0000-0020-9000-000000000300-27165;镇坪石泉;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10645;FF000000-0000-0020-9000-000000000300-27166;石泉镇坪;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10646;FF000000-0000-0020-9000-000000000300-27167;洵阳石泉;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10647;FF000000-0000-0020-9000-000000000300-27168;洵阳宁强南;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10648;FF000000-0000-0020-9000-000000000300-27169;宁强洵阳;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10649;FF000000-0000-0020-9000-000000000300-27170;宁强石泉新村;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10650;FF000000-0000-0020-9000-000000000300-27171;洵阳宁强;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10651;FF000000-0000-0020-9000-000000000300-27172;洵阳378;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10652;FF000000-0000-0020-9000-000000000300-27173;华池汉阴东;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10653;FF000000-0000-0020-9000-000000000300-27174;华池汉阴;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10654;FF000000-0000-0020-9000-000000000300-27175;华池石泉六村;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10655;FF000000-0000-0020-9000-000000000300-27176;石泉六村65;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10656;FF000000-0000-0020-9000-000000000300-27177;铁路村洵阳;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10657;FF000000-0000-0020-9000-000000000300-27178;华池铁路村;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10658;FF000000-0000-0020-9000-000000000300-27179;洵阳华池;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10659;FF000000-0000-0020-9000-000000000300-27180;农林101西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10660;FF000000-0000-0020-9000-000000000300-27181;农林101;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10661;FF000000-0000-0020-9000-000000000300-27184;农林光新;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10662;FF000000-0000-0020-9000-000000000300-27186;石泉洵阳;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10663;FF000000-0000-0020-9000-000000000300-27187;石泉光新;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10664;FF000000-0000-0020-9000-000000000300-27188;汉阴石泉;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10665;FF000000-0000-0020-9000-000000000300-27189;汉阴石泉北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10666;FF000000-0000-0020-9000-000000000300-27190;宁强汉阴西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10667;FF000000-0000-0020-9000-000000000300-27191;汉阴宁强;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10668;FF000000-0000-0020-9000-000000000300-27192;汉阴石泉六村;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10669;FF000000-0000-0020-9000-000000000300-27193;中山北1760;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10670;FF000000-0000-0020-9000-000000000300-27194;中山铁路街;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10671;FF000000-0000-0020-9000-000000000300-27195;新江里光新;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10672;FF000000-0000-0020-9000-000000000300-27196;中山四号桥;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10673;FF000000-0000-0020-9000-000000000300-27197;中山北交通;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10674;FF000000-0000-0020-9000-000000000300-27199;光新430弄;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10675;FF000000-0000-0020-9000-000000000300-27200;延长志丹;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10676;FF000000-0000-0020-9000-000000000300-27201;延长泾惠;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10677;FF000000-0000-0020-9000-000000000300-27202;志丹158;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10678;FF000000-0000-0020-9000-000000000300-27203;志丹延长;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10679;FF000000-0000-0020-9000-000000000300-27206;甘泉志丹;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10680;FF000000-0000-0020-9000-000000000300-27207;甘泉志丹西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10681;FF000000-0000-0020-9000-000000000300-27209;甘泉志丹东;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10682;FF000000-0000-0020-9000-000000000300-27275;金沙江中江;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10683;FF000000-0000-0020-9000-000000000300-27283;大渡河光复;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10684;FF000000-0000-0020-9000-000000000300-27289;金沙江大渡河;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10685;FF000000-0000-0020-9000-000000000300-27290;龚家宅交通;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10686;FF000000-0000-0020-9000-000000000300-27291;中山北骊山;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10687;FF000000-0000-0020-9000-000000000300-27292;骊山赵家花园;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10688;FF000000-0000-0020-9000-000000000300-27293;宜川三村骊山;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10689;FF000000-0000-0020-9000-000000000300-27294;骊山洛川;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10690;FF000000-0000-0020-9000-000000000300-27295;骊山华阴;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10691;FF000000-0000-0020-9000-000000000300-27296;宜川三村65;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10692;FF000000-0000-0020-9000-000000000300-27297;宜川三村中山;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10693;FF000000-0000-0020-9000-000000000300-27298;宜川五村61;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10694;FF000000-0000-0020-9000-000000000300-27299;延长宜川东;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10695;FF000000-0000-0020-9000-000000000300-27300;延长宜川西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10696;FF000000-0000-0020-9000-000000000300-27301;延长宜川;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10697;FF000000-0000-0020-9000-000000000300-27302;宜川二村174;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10698;FF000000-0000-0020-9000-000000000300-27303;延长骊山西;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10699;FF000000-0000-0020-9000-000000000300-27304;骊山洛川北;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10700;FF000000-0000-0020-9000-000000000300-27305;骊山延长;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10701;FF000000-0000-0020-9000-000000000300-27306;延长子长;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10702;FF000000-0000-0020-9000-000000000300-27307;宜川四村骊山;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10703;FF000000-0000-0020-9000-000000000300-27308;宜川四村33;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10704;FF000000-0000-0020-9000-000000000300-27309;骊山262;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10705;FF000000-0000-0020-9000-000000000300-27310;宜川四村60;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10706;FF000000-0000-0020-9000-000000000300-27311;延长子长东;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10707;FF000000-0000-0020-9000-000000000300-27312;延长骊山东;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10708;FF000000-0000-0020-9000-000000000300-27313;骊山中山北外;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10709;FF000000-0000-0020-9000-000000000300-27314;骊山华阴南;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10710;FF000000-0000-0020-9000-000000000300-27315;宜川三村88;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10711;FF000000-0000-0020-9000-000000000300-27316;宜川三村110;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10712;FF000000-0000-0020-9000-000000000300-27317;宜川三村57;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10713;FF000000-0000-0020-9000-000000000300-27318;宜川一村121;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
10714;FF000000-0000-0020-9000-000000000300-27319;骊山宜川四村;030224AC-3FE7-44A9-8368-A2246A8D0733-00001
